mean_spectral_centroid,std_spectral_centroid,mean_spectral_bandwidth,std_spectral_bandwidth,mean_spectral_contrast,mean_spectral_flatness,mean_spectral_rolloff,zero_crossing_rate,rms_energy,mean_pitch,min_pitch,max_pitch,std_pitch,spectral_skew,spectral_kurtosis,energy_entropy,log_energy,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,label
2123.6203565420874,348.1063430708957,892.5585256038589,369.0811976835592,21.439917565671855,0.20288140493594664,3593.027816311288,0.01737189639848862,0.3629312827342238,280.98716250859286,106.04612277000477,359.90916844647666,68.88756893806504,1.8972705488176564,1.658575888912019,0.9996702437290534,-9.955983909962137,62.58954038892429,35.82762673798153,-22.688425253701467,39.19993243959881,54.50039313694131,40.585439771398946,4.649415047995959,37.421120600433454,-81.52583214482067,12.42280332655778,72.92727459220998,39.83518181283152,-59.79361393351572,35.52578273488696,-24.34881768947011,11.066308997321098,1.803209660735419,31.33601282602051,21.878526197410736,46.66369461457582,-57.39956163054234,20.799473101337632,-73.35956471724923,21.95648164817666,84.80178451953975,47.867943093817004,0
3852.1429192297487,633.5207579026865,870.4681986079997,418.6725588765489,26.108646585999725,0.2419834730937605,1689.5454484206648,0.045486780363914577,0.34676867216243257,195.57930600028956,99.9368144347105,241.36964651910017,17.202931278934297,-1.9313080373505218,1.8053054468417566,1.2467467725125942,-9.996698407405235,35.708405958151786,26.09673977027928,-59.0692940707346,17.380479823948463,-3.7711280408049106,10.260652627675011,-63.16229489532572,28.7028384900967,-87.84925408239599,18.128303730417244,-94.74203022385541,20.48283706008593,-83.729525455399,28.371698141367723,-91.61058538715857,10.318422718623657,-38.762404984627906,31.470249546672655,-92.2193064473805,48.00854429578107,-45.67664018439959,36.547166774261115,-73.80350136135453,13.792711006482321,58.36216609939737,45.85652947117157,0
3195.9818254342154,898.3566687011266,1859.381870781555,200.1871595169996,25.20321859580318,0.42872822266906835,4489.578253419259,0.1679367029670891,0.05691955734504525,239.48025980393857,76.42308687542901,377.37287172518427,31.80968303083651,1.790606612324356,6.867763425306646,1.062666780656333,-5.277365392047847,77.81498334934392,28.876364396583504,-87.00194793224631,23.865587774795447,57.791667002069204,29.081997508675286,-43.74430998537784,12.228275827736965,20.838390148732813,29.650530243248472,82.19940444881291,36.16582368965089,-32.09558270522908,48.57994099455763,52.550877094954586,18.97501877120967,86.33801288680007,40.38883212249935,22.45206817534691,10.176405359212414,23.825936894440773,24.85429706091288,85.98744064948119,15.054368998888638,-79.46703969234875,19.4198914062428,0
2795.97545259111,785.7799091276489,874.3192997742592,349.94963984279957,13.077998093875474,0.17660214916934716,3452.464956276966,0.1556859877042838,0.462060478403842,175.93062555396932,141.0900005152232,294.4356871150874,79.63114118313257,-0.5252903046034212,5.382466419153234,0.5833025831117964,-9.707062949946293,-10.132788112913175,38.668991307258025,-84.1016503294625,36.531225474312734,-85.29834463946494,41.75617600530764,3.201058434758224,46.740406027541994,93.22326449855098,24.726009299015004,-38.850961139719864,37.96795611028932,-62.431742293091006,18.759138039369528,14.631502343503684,41.97283792037318,-54.34238674576688,42.6812344889763,-82.06627864717674,22.683001255054258,49.0691392815705,18.75811604048642,-81.04389843091766,17.22684512723687,55.38203047686662,20.510391108601805,1
1468.0559213273095,845.2489182891597,907.9245891929465,328.69839325749945,12.984989394829478,0.4361283455579639,1628.815534227817,0.0766221113768579,0.2885513790568416,218.6076070593364,121.49362407629434,215.70463004288072,57.581726831093775,-1.959638379912474,8.113737252872891,0.6855802367835554,-0.2546744633762543,78.7779525444383,45.05224118667176,52.00944119219548,29.283573780979196,-61.68120641940098,35.201788825654134,47.00276169215957,49.21316531505524,0.5442617909448018,26.43649172531414,1.6445403376535381,23.804738577387393,5.388245007206578,33.51425663995762,62.97519246866233,46.18990632697548,-16.01629569159431,23.487817681226815,42.06884770374947,43.495121178609075,50.38673497080913,26.345160548771325,-99.18407863011906,18.146133374597934,68.79993948539925,49.2575228852973,0
1467.983561008608,727.0266933685739,1639.0973936269456,433.13215071530846,15.363487354898266,0.053185871178578835,4849.352229924827,0.08159401927710037,0.18822550535648527,154.9267062326461,179.85514884860055,484.59684731196944,93.51721556083403,0.7566289268980331,9.246437536091783,0.7193281840309191,-7.779348254586081,73.15482447121508,20.888752033591025,-11.039401792673402,39.54284154539575,10.306849929272133,28.962524966180307,-81.06912392127217,27.2417366084734,-89.69695481213897,41.25789514502691,-73.5408950495544,28.99675948844561,37.36930747434522,38.008400599608905,-84.88974667780758,25.670734635943923,91.89871936560115,42.062488703011624,-21.984470683813882,31.457808214061412,-98.27280361223376,40.53079342403816,-22.193901683019604,19.690472368421762,81.06033303651421,19.462428078114748,1
1174.2508365045983,753.821251614282,1174.60976367581,462.4348241925042,17.221494526820745,0.39063123423222906,3073.4618533412827,0.1113753423751801,0.38070390591270026,146.25498435279798,54.81643707230874,392.44711071928634,48.58762675072189,1.9221612161254167,4.495301899043928,0.7578642536448449,-5.273352706351552,-12.318133528146078,23.68307183884283,45.23622440000307,48.448316048914386,89.417664950539,35.78568026425397,-40.66066047438277,34.546432296373084,-55.75626878450877,10.58716940270941,80.45099387533705,26.150683618232424,-1.815684304341758,43.022579573815264,24.246398095157957,32.527943864267144,-36.25496401233692,42.568360267016445,67.53929831370374,42.300349339286115,30.370091759893057,29.031727861448076,-79.22980511357444,20.218401158539777,8.73881349327199,48.13917297930381,1
3598.5284373248055,879.3565212522554,1665.0658354327718,104.86270859095472,18.169111628169652,0.42529834019682083,1291.5938074866199,0.010045790890175564,0.1361090746168007,207.21055295729303,146.58018913326896,463.0756795612541,88.28311292325307,1.86250289135037,6.367690239261816,1.0654033919505044,-9.388623699877764,-23.77133694140427,47.2295758544965,36.45742435273951,14.6618675086079,-85.04843065564394,46.277840125946554,85.32426971438446,28.01194504974987,-51.04141871684587,36.41967705284955,49.96724467688094,47.89395985418136,32.12146636219552,26.278841217120284,-50.4588224018484,38.242104078215235,28.918632602200034,19.365025636743173,88.50584905302611,44.13293131351752,26.1473758734206,21.994570537336884,72.60729864885022,28.22865381950144,40.68241410561919,35.99014820386981,0
2803.3450352296263,399.73440708734876,598.0492363465778,369.6079676235171,23.593944336666905,0.09909064989029598,3507.331617660269,0.05583642384722529,0.349819820152697,189.5885283204757,164.44233177673416,402.81680150397597,50.40598937304138,-1.3562519551903263,5.506269650157789,1.0039657798253936,-4.7795158382874146,86.56240299405135,33.140471696377816,-72.92750764794845,38.382708655922436,-91.38315676862715,32.65527202440829,-14.17533644362237,22.875186035444823,-32.42857417261,10.004409272072898,84.83111732160685,22.797954494063497,-27.015897120003117,37.47687630629926,80.65371889889681,48.11746797006906,-36.65459125873496,38.67802981266864,-16.577931706878203,27.70504879765291,3.5309363779754364,43.27474459295313,84.5387026885866,30.38292763304165,52.447855792202205,12.004377561642702,0
3124.2177333881364,591.5399709145124,1231.3567905100765,120.73431964789161,11.133608643316709,0.22086980086237823,2012.7956280512408,0.049564043635560745,0.029458491710401137,207.49800121299583,163.92298537824604,307.0951076420339,98.13234508317868,-1.27500877573538,9.834495900781896,0.7031600383642089,-6.200438748525915,43.03294690768752,17.158472685400042,-71.42241316154656,19.21376622528458,-68.68986501442886,41.99144765840425,87.77393478186289,13.092751714312305,-91.27932328275747,12.522341023049748,36.64581022363248,17.332921688998432,-94.415480552272,22.12805885537131,-78.01801205165086,46.517289491897266,-77.8650041765502,17.461356873446334,-7.888940905250763,24.35931752099142,-24.15828771924818,45.26575020723739,-3.5147271287174533,22.355168325054237,37.72778703122137,23.429087978433344,0
